skillId;skillName;skillDescription
1585;Signet of Synergy;Signet. Target other ally is healed for 40...88...100 Health. If you are not under the effects of an enchantment, you are also healed for 40...88...100 Health.
1586;Angelic Protection;Skill. For 10 seconds, any time target other ally takes more than 250...130...100 damage per second, that ally is healed for any damage over that amount.
1587;Angelic Bond;Elite Skill. For 10 seconds, the next time an ally within earshot would take fatal damage, that damage is negated and that ally is healed for 20...164...200 Health. Angelic Bond ends on all other allies.
1588;Cautery Signet;Elite Signet. All party members lose all conditions. You are set on Fire [sic]  for 1 second for each condition removed in this way.
1589;"Stand Your Ground!";Shout. For 5...17...20 seconds, all party members within earshot receive +24 armor when not moving.
1590;"Lead the Way!";Shout. Target ally moves 25% faster for 1...4...5 seconds for each ally within earshot (maximum of 20 seconds).
1591;"Make Haste!";Shout. For 5...17...20 seconds, target other ally moves 33% faster.  This skill ends if that ally successfully hits with an attack.
1592;"We Shall Return!";Shout. All party members in earshot are resurrected with 25...45...50% Health and 5...17...20% Energy.
1593;"Never Give Up!";Shout. All allies within earshot and below 75% Health gain 1...8...10 Energy.
1594;"Help Me!";Shout. You gain 15...75...90 Health. For 1...8...10 seconds, other allies' spells targeting you cast 50% faster.
1595;"Fall Back!";Shout. For 4...9...10 seconds, all allies within earshot gain 5...13...15 Health per second while moving and move 33% faster.  "Fall Back!" ends on an ally affected by this shout when that ally successfully hits with an attack.
1596;"Incoming!";Elite Shout. For 4...9...10 seconds, all allies within earshot move 33% faster, and gain 5...13...15 Health while moving.
1597;"They're on Fire!";Shout. For 10 seconds, party members within earshot take 5...29...35% less damage from foes suffering from Burning.
1598;"Never Surrender!";Shout. For 15 seconds, all party members within earshot and below 75% Health gain +1...4...5 Health regeneration.
1599;"It's Just a Flesh Wound.";Elite Shout. Target other ally loses all conditions. If a condition was removed in this way, that ally moves 25% faster for 1...8...10 second[s].
1600;Barbed Spear;Spear Attack. If this attack hits, your target begins Bleeding for 5...17...20 seconds.
1601;Vicious Attack;Spear Attack. If this attack hits, you deal +5...17...20 damage. If you land a critical hit with this attack, target foe suffers from a Deep Wound for 5...13...15 seconds.
1602;Stunning Strike;Elite Spear Attack. If this attack hits, you deal +5...25...30 damage. If it hits a foe suffering from a condition, that foe is also Dazed for 4...9...10 seconds.
1603;Merciless Spear;Spear Attack. If this attack hits a foe with less than 50% Health, that foe suffers from a Deep Wound for 5...17...20 seconds.
1604;Disrupting Throw;Spear Attack. If this attack hits a foe suffering from a condition, that foe is interrupted.
1605;Wild Throw;Spear Attack. If this attack hits, it deals +5...17...20 damage, and any stance being used by your target ends. This attack cannot be blocked. All of your non-spear attack skills are disabled for 3 seconds.
1633;Malicious Strike;Melee Attack. If this attack hits a foe suffering from a condition, you deal +10...26...30 damage and this attack results in a critical hit.
1634;Shattering Assault;Elite Dual Attack. Must follow an off-hand attack. If it hits, you deal 5...41...50 damage and target foe loses one enchantment. This attack cannot be blocked.
1635;Golden Skull Strike;Elite Off-Hand Attack. If you are under the effects of an enchantment and this attack hits, target foe is Dazed 1...4...5 seconds.
1636;Black Spider Strike;Off-Hand Attack. Must strike a hexed foe. If it hits, this attack strikes for +5...17...20 damage and target foe is Poisoned for 5...17...20 seconds.
1637;Golden Fox Strike;Lead Attack. If this attack hits, target foe takes +10...26...30 damage. If you are under the effects of an Enchantment, this attack cannot be blocked.
1638;Deadly Haste;Enchantment Spell. For 10...30...35 seconds, half-ranged spells cast 5...41...50% faster and recharge 5...41...50% faster.
1639;Assassin's Remedy;Enchantment Spell. For 30 seconds, the next 1...8...10 attack skills you use remove one condition.
1640;Fox's Promise;Elite Enchantment Spell. For 5...17...20 seconds, your dagger attacks cannot be blocked. This enchantment ends the next time you fail to hit.
1641;Feigned Neutrality;Enchantment Spell. For 4...9...10 seconds, you have +7 Health regeneration and +80 armor. This enchantment ends if you successfully hit with an attack or use a skill.
1642;Hidden Caltrops;Elite Hex Spell. Your non-Assassin skills are disabled for 10 seconds. For 1...8...10 seconds, target foe moves 50% slower. When this hex ends that foe is Crippled for 1...12...15 seconds.
1643;Assault Enchantments;Elite Skill. Must follow a dual attack. Target foe loses all enchantments.
1644;Wastrel's Collapse;Elite Skill. Shadow Step to target foe. If target foe is not using a skill, that foe is knocked down. All of your non-dagger attack skills are disabled for 10 seconds.
1645;Lift Enchantment;Touch Skill.  If target touched foe is knocked down, that foe loses one enchantment.
1646;Augury of Death;Hex Spell.  For 5...29...35 seconds, the next time damage would drop target foe's Health below 50%, you inflict a Deep Wound for 5...17...20 seconds and Shadow Step to that foe. This spell has half the normal range.
1647;Signet of Toxic Shock;Signet. If target foe is suffering from Poison, that foe takes 10...82...100 damage.
1648;Signet of Twilight;Signet. For each hex on target foe, that foe loses one enchantment.
1649;Way of the Assassin;Elite Stance. For the next 20 seconds while wielding daggers, you attack 5...17...20% faster and have a +5...29...35% chance to land a critical hit.
1650;Shadow Walk;Stance. Shadow Step to target foe. For 15 seconds nothing happens. Your attack skills are disabled for 1 second, and your stances and enchantments are disabled for 10 seconds. When this stance ends, you return to your original location.
1651;Death's Retreat;Spell. Shadow Step to target ally. If you have less Health than that ally, you gain 40...112...130 Health.
1652;Shadow Prison;Elite Hex Spell. Shadow Step to target foe. For 1...6...7 seconds, that foe moves 66% slower.
1653;Swap;Spell.  You and target summoned creature Shadow Step to each other's location.
1654;Shadow Meld;Elite Enchantment Spell. Shadow Step to target other ally. When you stop maintaining this Enchantment, you return to your original location.
1655;Price of Pride;Hex Spell. For 5...17...20 seconds, the next time target foe uses an elite skill, that foe loses 1...6...7 Energy.
1656;Air of Disenchantment;Elite Hex Spell. Remove one enchantment from target foe and all nearby foes. For 5...17...20 seconds, enchantments expire 150...270...300% faster on those foes.
1657;Signet of Clumsiness;Signet. If target foe is attacking, that foe and all adjacent foes are interrupted and take 15...51...60 damage. Any foes using attack skills are knocked down.
1658;Symbolic Posture;Stance. For 5...17...20 seconds, the next signet you activate recharges 20...68...80% faster.
1659;Toxic Chill;Elite Spell. Target foe is struck for 15...63...75 cold damage. If that foe is under the effects of a hex or enchantment, that foe becomes Poisoned for 10...22...25 seconds.
1660;Well of Silence;Well Spell. Exploit target corpse to create a Well of Silence for 10...26...30 seconds. Foes within the well cannot use shouts or chants and suffer -1...3...4 Health degeneration.
1661;Glowstone;Spell. Send a projectile that strikes for 5...41...50 earth damage if it hits. If this spell hits a weakened [sic] foe, you gain 5 Energy plus 1 Energy for every 2 ranks of Energy Storage.
1662;Mind Blast;Elite Spell. Target foe is struck for 15...51...60 fire damage. If you have more Energy than target foe, you gain 1...7...8 Energy.
1663;Elemental Flame;Enchantment Spell.  For 10...30...35 seconds, whenever you apply an Elemental hex to a foe, that foe is set on fire for 1...4...5 second[s].
1664;Invoke Lightning;Elite Spell. Target foe and up to two other foes near your target are struck for 10...74...90 lightning damage. This spell has 25% armor penetration.
1683;Pensive Guardian;Enchantment Spell. For 5...10...11 seconds, target ally has a 50% chance to block attacks from enchanted foes.
1684;Scribe's Insight;Elite Enchantment Spell. For 10...30...35 seconds, you gain 3 Energy whenever you use a Signet.
1685;Holy Haste;Enchantment Spell. For 1...48...60 second[s], your Healing Prayers spells cast 50% faster. This enchantment ends if you cast another enchantment.
1686;Glimmer of Light;Elite Spell. Heal target ally for 10...94...115 Health.
1687;Zealous Benediction;Elite Spell. Heal target ally for 30...150...180 Health. If target was below 50% Health, you gain 7 Energy.
1688;Defender's Zeal;Elite Hex Spell. For 5...21...25 seconds, whenever target foe hits with an attack, you gain 2 Energy.
1689;Signet of Mystic Wrath;Signet. Target foe takes 5...29...35 holy damage for each enchantment on you (maximum 100 holy damage).
1690;Signet of Removal;Elite Signet. If target ally is under the effects of an enchantment, that ally loses one hex and one condition.
1691;Dismiss Condition;Spell. Remove one condition from target ally. If that ally is under the effects of an enchantment, that ally is healed for 15...63...75 Health.
1692;Divert Hexes;Elite Spell. Remove up to 1...3...3 hex[es] from target ally. For each hex removed in this way, that ally loses one condition and gains 15...63...75 Health.
1693;Counterattack;Melee Attack. If this attack hits, you strike for +5...29...35 damage. If you hit an attacking foe, you gain 2...5...6 Energy.
1694;Magehunter Strike;Elite Melee Attack. If this attack hits, you strike for +5...17...20 damage. If your target is under the effects of an enchantment, this attack cannot be blocked.
1695;Soldier's Strike;Melee Attack. If this attack hits, you deal +10...34...40 more damage. If you are under the effects of a chant or shout, this attack cannot be blocked.
1696;Decapitate;Elite Axe Attack. You lose all adrenaline and all Energy. If this attack hits, you deal +5...41...50 damage and cause a Deep Wound for 5...17...20 seconds. This attack always results in a critical hit.
1697;Magehunter's Smash;Elite Hammer Attack. If this attack hits, target foe is knocked down. If your target is under the effects of an enchantment, this attack cannot be blocked.
1698;Soldier's Stance;Elite Stance. For 5...13...15 seconds, you have a 75% chance to block. You attack 33% faster while under the effects of a shout or chant.
1699;Soldier's Defense;Stance. For 1...5...6 second[s], you have a 75% chance to block attacks while under the effects of a shout or chant. You gain 1 strike of adrenaline for each blocked attack.
1700;Frenzied Defense;Stance. For 8 seconds, you have a 75% chance to block incoming attacks, but take double damage.
1701;Steady Stance;Elite Stance. For 10 seconds, the next time you would be knocked down, you gain 1...3...3 strike[s] of adrenaline and 1...6...7 Energy instead.
